CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C15412,291.598301,0.454545,0.0,0.0,0.0,1118.361104,0.0,0.0,0.0,0.083333,2,0,3000.0,1174.005094,85.227184,0.083333,12
C13915,1819.405059,1.0,5671.86,2086.05,3585.81,0.0,1.0,0.416667,1.0,0.0,0,58,6000.0,834.969649,540.276017,0.0,12
C10358,1032.241153,1.0,1005.52,464.5,541.02,0.0,1.0,0.5,0.833333,0.0,0,33,3000.0,1866.265366,237.328382,0.0,12
C13841,2810.335817,1.0,0.0,0.0,0.0,1460.353036,0.0,0.0,0.0,0.416667,6,0,3500.0,4109.608819,666.842013,0.0,12
C13392,2120.098679,1.0,0.0,0.0,0.0,4834.483762,0.0,0.0,0.0,0.25,10,0,6000.0,2856.303303,654.963612,0.083333,12
C16687,1337.57386,1.0,0.0,0.0,0.0,36.473828,0.0,0.0,0.0,0.083333,1,0,3000.0,395.385249,324.284676,0.0,12
C17081,8.76802,0.5,0.0,0.0,0.0,78.259015,0.0,0.0,0.0,0.125,1,0,1200.0,152.786639,62.224592,1.0,8
C15121,92.325796,1.0,371.16,0.0,371.16,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,205.804949,170.367631,0.166667,12
C14945,216.184011,0.454545,0.0,0.0,0.0,948.380744,0.0,0.0,0.0,0.166667,2,0,1200.0,243.64342,173.667325,0.0,12
C17148,2073.611538,1.0,0.0,0.0,0.0,108.209814,0.0,0.0,0.0,0.083333,1,0,8500.0,3838.187983,5578.994086,0.0,12
C15561,5678.479456,1.0,0.0,0.0,0.0,2677.463375,0.0,0.0,0.0,0.666667,35,0,9500.0,1259.720956,1479.53625,0.0,12
C11517,1060.736973,0.636364,0.0,0.0,0.0,2495.298926,0.0,0.0,0.0,0.166667,7,0,3000.0,3812.753505,414.430882,0.166667,12
C16805,331.554753,1.0,146.22,146.22,0.0,2819.32368,0.5,0.5,0.0,0.916667,20,6,3000.0,4647.909943,1611.762121,0.916667,12
C11811,121.388989,0.545455,783.83,683.93,99.9,315.342982,0.416667,0.166667,0.333333,0.166667,3,7,7000.0,1778.900698,177.969765,1.0,12
C12672,846.223191,0.545455,437.6,437.6,0.0,4638.435613,0.083333,0.083333,0.0,0.333333,7,1,14500.0,1092.822745,203.614145,0.0,12
C18069,955.588927,1.0,0.0,0.0,0.0,54.066975,0.0,0.0,0.0,0.166667,2,0,1000.0,196.542314,278.361413,0.0,12
C16690,3759.848908,1.0,7472.37,6845.82,626.55,0.0,1.0,1.0,0.75,0.0,0,54,8500.0,5001.440215,926.454371,0.083333,12
C12669,11077.99148,1.0,3419.92,3419.92,0.0,7837.414142,0.5,0.5,0.0,0.583333,12,8,12000.0,10934.50273,7294.953939,0.0,12
C10538,98.420888,1.0,907.37,907.37,0.0,0.0,1.0,1.0,0.0,0.0,0,12,10000.0,908.907467,184.723457,1.0,12
C15724,1623.176564,0.909091,0.0,0.0,0.0,3478.643597,0.0,0.0,0.0,0.818182,34,0,3000.0,1007.211689,433.963634,0.0,11
C13325,165.544411,0.818182,468.6,335.4,133.2,18.126683,1.0,0.25,1.0,0.083333,1,15,1700.0,1389.092134,198.260864,0.0,12
C13253,960.221148,0.727273,0.0,0.0,0.0,1357.652469,0.0,0.0,0.0,0.083333,3,0,1500.0,308.039409,373.610849,0.0,12
C12877,5311.500998,1.0,2339.79,2339.79,0.0,5930.115233,1.0,1.0,0.0,0.25,8,12,6500.0,6865.05666,1486.657279,0.0,12
C16899,31.744161,0.272727,465.5,0.0,513.0,0.0,0.25,0.0,0.166667,0.0,0,6,2500.0,767.462556,70.68518,0.0,12
C11259,2.549291,0.181818,322.98,322.98,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,9500.0,1210.429773,5.458904,0.0,12
C10321,53.208422,1.0,498.17,459.02,39.15,0.0,0.916667,0.916667,0.083333,0.0,0,14,15000.0,611.606459,162.94308,0.909091,12
C10055,464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1,11,3000.0,3110.052742,132.446091,0.2,9
C11128,7.527502,0.545455,65.75,0.0,65.75,0.0,0.416667,0.0,0.416667,0.0,0,5,4000.0,187.936242,132.19075,0.571429,12
C15321,3497.200665,1.0,1350.13,519.8,830.33,1938.008846,0.666667,0.416667,0.583333,0.166667,3,32,4000.0,1882.437447,1279.813588,0.0,12
C13660,2820.576665,0.818182,0.0,0.0,0.0,10717.89195,0.0,0.0,0.0,0.583333,11,0,7000.0,9602.278174,937.556314,0.142857,12
C14353,472.61828,1.0,4626.36,2974.0,1652.36,305.257038,1.0,0.833333,1.0,0.166667,2,67,3800.0,4549.881872,176.856716,1.0,12
C18580,1222.080889,0.818182,750.0,0.0,750.0,2452.136461,1.0,0.0,1.0,0.333333,4,12,2500.0,554.325638,260.87584,0.0,12
C12068,828.596569,1.0,1115.0,1115.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,268.295902,289.110551,0.0,12
C14904,3083.636304,1.0,250.0,0.0,250.0,0.0,0.5,0.0,0.416667,0.0,0,6,10000.0,4669.193554,893.368255,0.083333,12
C17046,4338.877278,0.888889,0.0,0.0,0.0,5705.426498,0.0,0.0,0.0,0.444444,19,0,6000.0,217.059511,10057.56192,0.0,9
C14597,24.569042,1.0,532.93,0.0,532.93,0.0,1.0,0.0,1.0,0.0,0,23,3000.0,686.935875,150.108154,0.8,12
C14503,506.470396,0.555556,0.0,0.0,0.0,6897.966615,0.0,0.0,0.0,0.222222,2,0,8500.0,7313.426958,183.18233,0.333333,9
C16919,92.261256,0.272727,666.68,0.0,666.68,0.0,0.333333,0.0,0.333333,0.0,0,4,900.0,2510.558599,259.141203,0.0,12
C18606,13.962944,1.0,136.92,0.0,136.92,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,134.366455,136.997509,0.416667,12
C13048,6538.064926,1.0,1554.42,193.1,1361.32,1329.288028,1.0,0.166667,1.0,0.5,10,69,7500.0,1213.586463,2575.138832,0.0,12
C11821,18.150347,0.454545,119.8,0.0,119.8,0.0,0.333333,0.0,0.25,0.0,0,4,4500.0,297.276499,143.808363,0.333333,12
C12393,1146.202492,1.0,0.0,0.0,0.0,58.697369,0.0,0.0,0.0,0.25,3,0,1200.0,290.331406,353.360027,0.0,12
C16726,72.351933,1.0,245.84,0.0,245.84,0.0,0.833333,0.0,0.833333,0.0,0,10,1200.0,187.34317,172.747168,0.166667,12
C14443,231.90824,0.818182,711.8,497.8,214.0,0.0,0.666667,0.166667,0.416667,0.0,0,10,8500.0,2007.282363,146.809491,0.111111,12
C16164,1994.005447,1.0,0.0,0.0,0.0,1512.2157,0.0,0.0,0.0,0.083333,6,0,6000.0,689.917064,577.743307,0.0,12
C12801,858.180885,0.909091,3034.74,2214.86,819.88,418.127352,1.0,0.833333,1.0,0.166667,2,42,6500.0,5159.89613,312.167299,0.181818,12
C13290,9342.15857,1.0,0.0,0.0,0.0,3666.845105,0.0,0.0,0.0,0.416667,7,0,11000.0,2308.545227,2400.161872,0.0,12
C10138,24.28497,0.636364,250.6,0.0,250.6,0.0,0.583333,0.0,0.5,0.0,0,7,3000.0,319.762903,173.632006,0.0,12
C16440,1089.351276,1.0,595.83,563.5,32.33,147.306438,0.25,0.25,0.083333,0.083333,1,8,2500.0,316.521528,382.024584,0.0,12
C14050,5643.992345,1.0,6141.58,5070.48,1071.1,1003.760024,1.0,0.916667,1.0,0.333333,6,92,13000.0,11514.83756,1494.575739,0.0,12
C13822,1751.368315,1.0,0.0,0.0,0.0,2811.456765,0.0,0.0,0.0,0.333333,12,0,6000.0,3898.309616,619.053896,0.0,12
C18988,38.015366,1.0,213.95,0.0,213.95,0.0,0.916667,0.0,0.833333,0.0,0,11,1500.0,163.496451,179.415689,0.444444,12
C16917,895.308285,1.0,0.0,0.0,0.0,59.226322,0.0,0.0,0.0,0.166667,2,0,1000.0,304.93211,272.53859,0.0,12
C13353,6246.069586,1.0,0.0,0.0,0.0,5518.29804,0.0,0.0,0.0,0.166667,4,0,10000.0,1462.274274,2206.014199,0.0,12
C16247,5063.070919,1.0,2742.33,517.3,2225.03,367.915403,0.916667,0.75,0.916667,0.083333,1,31,7500.0,11263.92185,3417.459191,0.083333,12
C16459,398.403586,1.0,3658.71,2745.31,913.4,0.0,0.916667,0.833333,0.75,0.0,0,48,2500.0,3646.346596,151.890083,1.0,12
C16978,30.957159,0.454545,426.25,0.0,653.55,0.0,0.5,0.0,0.5,0.0,0,19,1200.0,460.814602,108.772098,0.0,12
C10690,879.190921,1.0,45.65,45.65,0.0,1246.223848,0.083333,0.083333,0.0,0.166667,2,1,1200.0,1589.980022,439.870516,0.1,12
C16579,3279.867381,0.875,6520.0,6520.0,0.0,0.0,0.75,0.75,0.0,0.0,0,7,3500.0,3524.512662,523.422296,0.125,8
C17362,518.923941,1.0,264.0,264.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,5000.0,235.996925,204.041413,0.0,12
C17541,299.531528,1.0,3473.11,1263.54,2209.57,0.0,1.0,0.583333,1.0,0.0,0,32,7500.0,3019.01839,184.243337,0.416667,12
C14195,1034.243518,1.0,0.0,0.0,0.0,1534.856631,0.0,0.0,0.0,0.75,38,0,1500.0,1716.353133,260.391952,0.125,8
C18049,464.578589,1.0,0.0,0.0,0.0,502.58572,0.0,0.0,0.0,0.583333,12,0,500.0,667.531731,190.628474,0.0,12
C14518,10.05473,0.454545,530.0,0.0,530.0,0.0,0.916667,0.0,0.916667,0.0,0,12,1000.0,538.553454,49.080612,0.0,12
C15863,4593.098361,0.777778,0.0,0.0,0.0,6944.484735,0.0,0.0,0.0,0.333333,9,0,7000.0,1108.771839,1744.975926,0.0,9
C10520,126.207012,0.636364,913.0,0.0,913.0,0.0,0.416667,0.0,0.333333,0.0,0,5,7500.0,1718.487894,140.181283,1.0,12
C15091,906.613422,0.888889,0.0,0.0,0.0,2222.768202,0.0,0.0,0.0,0.666667,11,0,3000.0,1450.04403,229.914965,0.142857,9
C10179,2187.732265,0.857143,0.0,0.0,0.0,3905.326256,0.0,0.0,0.0,0.285714,9,0,3000.0,1423.788603,461.365626,0.2,7
C11577,1981.929376,1.0,145.8,0.0,145.8,0.0,0.833333,0.0,0.75,0.0,0,10,6000.0,2803.926679,467.477726,0.083333,12
C15545,90.953335,0.888889,921.02,317.74,603.28,0.0,0.888889,0.111111,0.777778,0.0,0,9,2500.0,782.67882,109.17084,0.777778,9
C15636,352.736999,1.0,1833.9,1833.9,0.0,0.0,0.416667,0.416667,0.0,0.0,0,6,2500.0,1779.977904,188.774182,0.4,12
C14842,1186.287841,1.0,115.5,115.5,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,1200.0,446.088328,356.432463,0.0,12
C10371,1543.287931,1.0,0.0,0.0,0.0,36.481832,0.0,0.0,0.0,0.083333,1,0,1800.0,548.589391,529.340488,0.0,12
C18976,981.286008,1.0,1370.0,1370.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1400.0,596.685481,451.584847,0.0,12
C14894,3755.184007,1.0,3211.86,1420.58,1791.28,0.0,1.0,0.75,0.833333,0.0,0,22,11000.0,3198.261943,960.856638,0.0,12
C17363,1098.392083,1.0,0.0,0.0,0.0,1297.518366,0.0,0.0,0.0,0.25,4,0,1200.0,1490.988443,330.627174,0.090909,12
C10027,1615.96724,1.0,102.0,102.0,0.0,244.840485,0.166667,0.166667,0.0,0.25,5,2,1700.0,890.178845,971.183209,0.0,12
C14949,2363.615492,1.0,1441.32,374.64,1066.68,0.0,0.833333,0.083333,0.833333,0.0,0,11,6000.0,1055.392983,988.408977,0.0,12
C17299,7.388588,0.545455,84.05,0.0,84.05,0.0,0.416667,0.0,0.416667,0.0,0,5,4000.0,171.883336,99.694319,0.2,12
C14241,2605.6002,1.0,0.0,0.0,0.0,4127.528187,0.0,0.0,0.0,0.25,5,0,12000.0,2077.205644,601.214943,0.083333,12
C14041,5795.166009,1.0,0.0,0.0,0.0,7363.303617,0.0,0.0,0.0,0.25,3,0,12500.0,7570.031897,1489.464244,0.0,12
C12989,1290.524209,1.0,1518.26,1024.83,493.43,39.054692,1.0,0.333333,0.916667,0.083333,1,22,1700.0,294.227995,383.572166,0.0,12
C12853,2748.868773,1.0,598.5,598.5,0.0,0.0,0.333333,0.333333,0.0,0.0,0,34,2000.0,518.300462,28483.25483,0.0,12
C14644,1311.952719,0.909091,2092.0,1242.0,850.0,0.0,0.75,0.333333,0.5,0.0,0,15,5181.818182,3476.019003,330.828719,0.0,12
C17956,2202.376446,1.0,0.0,0.0,0.0,1701.905324,0.0,0.0,0.0,0.166667,11,0,6000.0,512.773385,546.699776,0.0,12
C11876,1733.68291,1.0,100.0,100.0,0.0,270.57595,0.083333,0.083333,0.0,0.333333,6,1,1700.0,689.279807,1101.99844,0.0,12
C17280,126.467835,0.909091,319.34,0.0,319.34,0.0,0.333333,0.0,0.333333,0.0,0,6,2700.0,512.790367,163.353616,0.0,12
C12984,1307.937701,1.0,1280.58,237.4,1043.18,0.0,0.833333,0.083333,0.833333,0.0,0,28,1800.0,544.411381,337.179545,0.0,12
C14290,69.945524,0.909091,41.4,0.0,41.4,0.0,0.333333,0.0,0.333333,0.0,0,4,1200.0,147.786034,162.510564,0.0,12
C10726,1167.045536,1.0,294.13,65.0,229.13,0.0,0.916667,0.083333,0.833333,0.0,0,12,1500.0,686.376349,266.50397,0.0,12
C13632,5944.084692,1.0,0.0,0.0,0.0,584.439061,0.0,0.0,0.0,0.416667,7,0,6000.0,1523.589544,2416.455868,0.0,12
C18695,174.228543,0.727273,3407.57,3276.57,131.0,0.0,0.583333,0.583333,0.166667,0.0,0,25,3000.0,4568.864048,226.156063,0.714286,12
C15547,738.656748,1.0,0.0,0.0,0.0,1417.01143,0.0,0.0,0.0,0.25,3,0,3000.0,170.645351,187.555397,0.0,12
C11546,1075.401912,1.0,150.0,150.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,224.135558,443.646049,0.0,12
C16820,23.852869,0.363636,123.75,123.75,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,339.525567,160.83802,0.333333,12
C16638,1486.00963,1.0,757.6,702.0,55.6,374.404841,0.416667,0.333333,0.083333,0.083333,1,6,5000.0,932.414285,391.326386,0.0,12
C11593,3044.194951,1.0,934.21,112.0,822.21,75.711826,0.75,0.083333,0.666667,0.166667,2,38,3000.0,1268.702405,2050.327011,0.0,12
C17111,0.737154,0.181818,427.5,0.0,427.5,0.0,1.0,0.0,1.0,0.0,0,23,1500.0,443.007864,15.052203,0.111111,12
C16993,499.751638,1.0,468.6,0.0,468.6,0.0,0.833333,0.0,0.75,0.0,0,10,1200.0,1092.978851,178.853712,0.083333,12
C18886,251.281423,1.0,1873.56,0.0,1873.56,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,1599.510802,197.985876,0.416667,12
C10913,3558.685862,1.0,1036.19,1036.19,0.0,3270.549354,0.25,0.25,0.0,0.5,11,6,7300.0,1616.614478,1100.977131,0.0,12
C18772,482.407545,0.636364,0.0,0.0,0.0,1071.188192,0.0,0.0,0.0,0.166667,3,0,1400.0,702.068789,162.556469,0.090909,12
C10711,3472.806962,1.0,1800.0,0.0,1800.0,2642.846513,1.0,0.0,1.0,0.083333,7,12,6000.0,2214.368263,4093.868044,0.0,12
C16258,83.442168,1.0,0.0,0.0,0.0,91.564073,0.0,0.0,0.0,0.083333,1,0,750.0,36.205265,292.340434,0.0,12
C13218,99.527723,0.818182,1059.59,1059.59,0.0,0.0,0.666667,0.666667,0.0,0.0,0,14,2500.0,1438.379172,162.415247,0.833333,12
C11054,270.096134,0.818182,3061.26,1913.26,1148.0,0.0,0.666667,0.333333,0.666667,0.0,0,20,6000.0,3594.046318,152.391012,0.454545,12
C10544,15258.2259,1.0,529.3,529.3,0.0,4100.891579,0.5,0.5,0.0,1.0,23,10,19000.0,2051.14647,3905.740148,0.0,8
C17296,2.053676,0.181818,74.0,0.0,74.0,0.0,0.166667,0.0,0.083333,0.0,0,2,6000.0,68.147484,29.485897,0.090909,12
C18640,87.189044,1.0,744.62,467.02,277.6,110.54162,0.833333,0.333333,0.75,0.083333,1,25,1000.0,970.674392,168.458237,0.888889,12
C12790,201.463946,1.0,2364.85,2364.85,0.0,0.0,1.0,1.0,0.0,0.0,0,13,5000.0,1883.762278,134.457412,0.444444,12
C13239,1471.557317,1.0,577.58,0.0,577.58,529.067202,1.0,0.0,1.0,0.25,4,29,1500.0,1265.924345,1007.132278,0.0,12
C17128,239.946118,1.0,0.0,0.0,0.0,719.007929,0.0,0.0,0.0,0.166667,2,0,6000.0,1015.947851,133.595868,0.083333,12
C12982,2964.124423,1.0,118.05,0.0,118.05,157.301178,0.083333,0.0,0.083333,0.25,4,2,3000.0,359.886515,17563.48542,0.0,12
C16067,2610.433432,1.0,512.5,0.0,512.5,2771.850961,1.0,0.0,0.857143,0.142857,6,11,3000.0,691.600531,741.985756,0.0,7
C16931,947.223495,1.0,0.0,0.0,0.0,648.548716,0.0,0.0,0.0,0.25,3,0,6500.0,2415.827922,3933.230932,0.0,12
C16348,3504.329825,1.0,5313.2,3787.5,1525.7,0.0,1.0,0.5,1.0,0.0,0,37,13000.0,4357.719667,952.119024,0.0,12
C12433,2220.063789,1.0,2530.12,2530.12,0.0,157.109678,1.0,1.0,0.0,0.083333,3,85,2500.0,3275.790625,594.769152,0.0,12
C12621,1822.259235,1.0,0.0,0.0,0.0,1672.653551,0.0,0.0,0.0,0.25,4,0,2500.0,589.389711,428.293387,0.0,12
C17906,56.748977,1.0,470.38,365.38,105.0,0.0,1.0,0.916667,0.416667,0.0,0,18,4500.0,514.48579,207.790429,0.0,12
C12389,657.223335,0.857143,1151.91,615.85,536.06,442.688396,0.714286,0.285714,0.571429,0.285714,2,13,1000.0,632.225833,350.841821,0.2,7
C11257,233.393741,1.0,2346.94,1829.5,517.44,0.0,0.916667,0.75,0.75,0.0,0,39,4500.0,2029.208283,155.235425,0.875,12
C18622,1060.010246,1.0,0.0,0.0,0.0,78.971459,0.0,0.0,0.0,0.1,1,0,1200.0,233.54579,257.022991,0.0,10
C18077,14.097101,1.0,140.4,0.0,140.4,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,168.311013,107.142757,0.181818,12
C14884,958.26975,1.0,0.0,0.0,0.0,171.920223,0.0,0.0,0.0,0.416667,8,0,1000.0,327.333462,308.017569,0.0,12
C15692,200.574081,1.0,675.9,675.9,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,7500.0,753.502654,308.604961,0.083333,12
C14199,1163.614769,1.0,0.0,0.0,0.0,79.975453,0.0,0.0,0.0,0.25,3,0,1200.0,282.300835,601.62523,0.0,12
C14174,1674.490411,1.0,421.71,334.94,86.77,0.0,0.5,0.5,0.166667,0.0,0,11,1700.0,790.338065,691.969013,0.0,12
C18999,307.127754,1.0,909.3,409.3,500.0,237.378894,0.583333,0.166667,0.5,0.166667,4,12,1000.0,943.27817,179.258575,0.0,12
C15415,3267.962664,1.0,1910.51,0.0,1910.51,0.0,1.0,0.0,1.0,0.0,0,65,3000.0,2553.372888,3339.39289,0.0,12
C11523,1895.786893,1.0,2131.31,510.65,1620.66,0.0,1.0,0.666667,0.916667,0.0,0,29,5500.0,1095.198415,563.713408,0.0,12
C15623,114.523682,1.0,83.0,83.0,0.0,69.22803,0.166667,0.166667,0.0,0.166667,2,3,300.0,196.333324,201.615417,0.083333,12
C13171,1939.822738,0.909091,1130.25,1130.25,0.0,1811.549006,0.583333,0.583333,0.0,0.5,20,29,3000.0,566.13825,970.417924,0.0,12
C19026,23.065122,0.7,150.0,0.0,150.0,0.0,0.5,0.0,0.4,0.0,0,5,1500.0,229.736383,116.745902,1.0,10
C16097,170.019011,0.5,266.6,266.6,0.0,1199.729121,0.166667,0.166667,0.0,0.166667,3,1,2500.0,293.055707,88.589314,0.0,6
C18604,389.869208,0.545455,736.01,392.7,343.31,501.026763,1.0,0.333333,1.0,0.166667,5,36,1200.0,2635.211405,457.606999,0.090909,12
C10298,2935.324966,1.0,409.63,351.87,57.76,1876.241162,0.583333,0.583333,0.083333,0.25,4,12,5000.0,580.13865,1114.588285,0.0,12
C11076,1463.302373,0.272727,0.0,0.0,0.0,586.02924,0.0,0.0,0.0,0.083333,1,0,17000.0,17194.62756,968.603795,0.25,12
C15207,111.449845,1.0,1389.94,0.0,1389.94,0.0,1.0,0.0,1.0,0.0,0,24,1300.0,1356.270465,167.215217,1.0,12
C10627,6980.581442,1.0,0.0,0.0,0.0,11549.11174,0.0,0.0,0.0,0.416667,15,0,14500.0,1498.338478,1536.151742,0.0,12
C17030,1593.467543,1.0,0.0,0.0,0.0,1889.339793,0.0,0.0,0.0,0.333333,2,0,2000.0,173.71666,289.554448,0.0,6
C15374,1207.320442,0.9,359.0,359.0,0.0,0.0,0.4,0.4,0.0,0.0,0,4,3000.0,239.704238,379.055818,0.0,10
C12835,3057.553683,1.0,0.0,0.0,0.0,2037.648071,0.0,0.0,0.0,0.25,3,0,12500.0,7265.976143,847.170642,0.0,12
C17241,1300.20423,1.0,96.69,96.69,0.0,0.0,1.0,1.0,0.0,0.0,0,14,1500.0,297.195559,308.25989,0.0,12
C14987,43.20377,1.0,308.22,0.0,308.22,0.0,0.916667,0.0,0.916667,0.0,0,11,2000.0,331.111373,162.258275,0.5,12
C16315,1299.904896,0.888889,0.0,0.0,0.0,4907.783225,0.0,0.0,0.0,0.444444,6,0,2500.0,3710.009991,303.089369,0.166667,9
C16351,933.072519,1.0,12.4,12.4,0.0,1085.487045,0.083333,0.083333,0.0,0.166667,6,1,2500.0,481.589626,238.636185,0.083333,12
C11944,210.993146,0.818182,90.51,90.51,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6500.0,1240.766161,230.983088,0.0,12
C17829,467.439275,1.0,0.0,0.0,0.0,938.573177,0.0,0.0,0.0,0.333333,6,0,800.0,581.994796,214.399847,0.0,12
C18768,19.25682,0.636364,185.02,0.0,185.02,0.0,0.5,0.0,0.5,0.0,0,6,2500.0,233.025663,80.115991,0.3,12
C10885,4419.30294,1.0,12551.95,10901.24,1650.71,14896.54051,1.0,0.666667,1.0,0.5,19,122,17000.0,31698.41902,1448.585054,0.416667,12
C18990,0.546067,0.090909,228.0,0.0,228.0,0.0,1.0,0.0,0.916667,0.0,0,12,1000.0,238.695115,16.127297,0.0,12
C10526,128.175207,0.818182,182.94,0.0,182.94,0.0,0.833333,0.0,0.833333,0.0,0,10,5000.0,1391.649702,186.774371,0.3,12
C15255,142.430458,1.0,1488.84,0.0,1488.84,0.0,1.0,0.0,1.0,0.0,0,24,5000.0,1450.096836,178.871755,1.0,12
C13965,42.68579,0.909091,708.0,326.0,382.0,0.0,0.75,0.166667,0.5,0.0,0,20,3000.0,755.300687,149.306085,0.625,12
C13943,604.816148,1.0,764.0,331.0,433.0,796.641859,0.916667,0.166667,0.916667,0.333333,7,25,10500.0,1984.660403,215.409725,0.083333,12
C17133,1682.892726,1.0,2996.92,2282.59,714.33,0.0,1.0,0.916667,0.75,0.0,0,95,5000.0,1222.419114,705.86365,0.0,12
C17608,1768.456809,1.0,449.73,395.05,54.68,0.0,0.416667,0.333333,0.333333,0.0,0,10,3000.0,664.529374,438.283058,0.0,12
C17584,158.512412,0.454545,713.64,713.64,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,3000.0,1121.322787,96.145734,0.0,12
C17070,82.784219,0.363636,431.28,431.28,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,734.818798,173.255235,0.0,12
C11764,2369.91046,1.0,916.22,716.4,199.82,0.0,1.0,1.0,0.083333,0.0,0,26,6500.0,795.94344,752.616787,0.0,12
C15577,1039.256129,1.0,618.75,0.0,618.75,0.0,0.916667,0.0,0.916667,0.0,0,11,1700.0,202.137436,262.20484,0.0,12
C18391,2006.452959,1.0,219.97,0.0,219.97,308.933151,0.75,0.0,0.75,0.166667,2,9,2000.0,529.967984,823.90416,0.0,12
C18245,1367.284172,1.0,542.33,280.04,262.29,1790.86019,0.857143,0.714286,0.428571,0.428571,5,12,1500.0,1067.078079,500.726579,0.0,7
C13361,8341.513474,1.0,5410.31,2265.38,3144.93,0.0,1.0,0.5,1.0,0.0,0,111,11100.0,4058.304036,2575.6226,0.0,12
C10516,3563.23692,1.0,709.9,609.9,100.0,779.264494,1.0,1.0,0.083333,0.166667,2,16,7000.0,826.576112,817.39586,0.0,12
C11041,41.146561,1.0,825.0,0.0,825.0,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,887.677869,132.020035,0.727273,12
C18909,1904.376436,1.0,0.0,0.0,0.0,2185.071381,0.0,0.0,0.0,0.375,3,0,3000.0,980.969819,365.565349,0.0,8
C17144,561.157673,1.0,0.0,0.0,0.0,244.504364,0.0,0.0,0.0,0.166667,4,0,1500.0,456.999782,266.673655,0.0,12
C18244,944.346242,1.0,195.0,0.0,195.0,126.612663,1.0,0.0,1.0,0.166667,3,12,1000.0,599.901843,662.791956,0.0,12
C11001,160.816558,1.0,1755.76,1755.76,0.0,0.0,1.0,1.0,0.0,0.0,0,20,2500.0,1633.050111,194.343579,0.916667,12
C18108,1731.623546,1.0,0.0,0.0,0.0,4733.441645,0.0,0.0,0.0,0.166667,4,0,2500.0,4961.849482,488.537242,0.166667,12
C13182,3.64248,0.272727,71.65,0.0,71.65,0.0,0.166667,0.0,0.166667,0.0,0,3,2000.0,270.73449,140.698664,1.0,12
C15145,3232.101217,1.0,495.0,495.0,0.0,4815.406969,0.166667,0.166667,0.0,0.583333,14,2,5500.0,5434.899642,1006.907571,0.083333,12
C17423,1139.894588,1.0,0.0,0.0,0.0,1030.19301,0.0,0.0,0.0,0.083333,1,0,1200.0,300.826793,451.686224,0.0,12
C15371,50.366106,0.363636,507.57,507.57,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,6000.0,503.254349,34.488495,0.0,12
C14548,3632.344231,1.0,83.45,0.0,83.45,1136.000468,0.25,0.0,0.25,0.166667,2,3,7000.0,837.430224,1596.597441,0.0,12
C14181,2361.237383,1.0,0.0,0.0,0.0,4233.413107,0.0,0.0,0.0,0.416667,14,0,3000.0,3284.30732,996.558096,0.083333,12
C12948,1539.46423,1.0,629.78,423.89,205.89,0.0,0.333333,0.083333,0.166667,0.0,0,6,2000.0,559.336578,467.519551,0.0,12
C14187,882.423211,1.0,288.75,270.0,18.75,0.0,0.166667,0.083333,0.083333,0.0,0,3,1000.0,450.107573,400.171096,0.0,12
C18916,1031.037548,1.0,0.0,0.0,0.0,1117.043527,0.0,0.0,0.0,0.181818,8,0,1200.0,157.740697,2021.959242,0.0,11
C16819,19.312066,1.0,334.8,0.0,334.8,0.0,1.0,0.0,1.0,0.0,0,12,5000.0,499.339328,69.334771,0.166667,12
C16458,45.000015,1.0,540.0,0.0,540.0,0.0,1.0,0.0,1.0,0.0,0,24,7000.0,675.065652,193.588238,1.0,12
C17554,19.587949,0.909091,299.77,0.0,299.77,0.0,1.0,0.0,1.0,0.0,0,16,2700.0,327.059511,133.485652,0.888889,12
C11712,92.898327,1.0,546.0,46.0,500.0,0.0,0.5,0.083333,0.416667,0.0,0,7,6000.0,787.50992,173.630065,0.6,12
C17055,2230.477487,0.857143,0.0,0.0,0.0,2480.833949,0.0,0.0,0.0,0.142857,2,0,2500.0,391.306121,397.057608,0.0,7
